whole_text,tweet_time,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_position,max_z_next5
"Both exhaust velocity (Isp) and mass ratio drive the rocket equation. Also thrust/mass matters a lot for Oberth effect. Delta upper stage Isp is good, but mass ratio and thrust are not.",2018-02-12 16:30:00,0,1,0,0,0.0858,0.2007,0.7135,-0.98,1.046,0.001,0.496,0.117,0.513
"That was three years ago, before ULA cancelled all medium versions of Delta IV. Future missions have all Delta fixed costs piled on, so their cost is now $600M+ for missions contracted for launch after 2020. Nutty high.",2018-02-12 16:41:00,0,1,0,0,0.0239,0.655,0.3212,2.823,-1.26,0.001,0.399,1.0,4.328
"East, to support high flight rates for F9 and dual ocean landings for FH side boosters",2018-02-12 17:36:00,0,1,0,0,0.4841,0.0065,0.5093,0.799,-0.421,0.001,0.353,0.362,3.315
Not enough ignition fluid to light the outer two engines after several three engine relights. Fix is pretty obvious.,2018-02-12 17:47:00,0,1,0,0,0.0255,0.6372,0.3373,3.692,3.019,0.001,0.625,1.0,3.174
Found the source of the problem. The NASA database has the Falcon Block 1 performance. Version currently in production and set to fly in a few months is Block 5. SpaceX GNC team is submitting updated numbers.,2018-02-12 20:17:00,0,1,0,0,0.044,0.3271,0.6289,2.124,0.916,0.002,0.551,0.996,2.711
"Missed by a few hundred meters, but fairing landed intact in water. Should be able catch it with slightly bigger chutes to slow down descent.",2018-02-22 15:14:00,0,1,0,0,0.3088,0.0496,0.6416,1.587,-0.108,0.001,0.442,0.863,1.002
"Falcon fairing half as seen from our catcher’s mitt in boat form, Mr. Steven. No apparent damage…",2018-02-22 15:37:00,0,0,0,0,0.189,0.0242,0.7868,-0.598,-0.725,0.0,0.907,0.0,2.724
"First two Starlink demo satellites, called Tintin A & B, deployed and communicating to Earth stations",2018-02-22 15:56:00,0,0,0,0,0.1557,0.009,0.8352,-1.989,-1.806,0.001,0.407,0.215,-2.322
Tintin A & B will attempt to beam “hello world” in about 22 hours when they pass near LA,2018-02-22 16:08:00,0,0,0,0,0.1098,0.0051,0.8851,2.951,-1.927,0.002,0.422,1.0,1.786
"Wow, if even Pinker doesn’t understand the difference between functional/narrow AI (eg. car) and general AI, when the latter *literally* has a million times more compute power and an open-ended utility function, humanity is in deep trouble",2018-02-27 18:56:00,0,1,0,0,0.0373,0.6862,0.2765,-2.308,-3.05,0.001,0.599,0.272,1.326
"Falcon 9 flight 50 launches tonight, carrying Hispasat for Spain. At 6 metric tons and almost the size of a city bus, it will be the largest geostationary satellite we’ve ever flown.",2018-03-05 19:48:00,0,0,0,0,0.7031,0.0041,0.2929,0.572,-1.148,0.0,0.556,0.4,0.315
"If there is anyone in the third row, turn off air recirculation. Third row cooling happens by air entering from the front and exiting through the vents in the rear bumper.",2018-03-06 19:34:00,0,1,0,0,0.0523,0.0463,0.9014,-1.644,-1.57,0.001,0.701,0.508,3.427
Will have Model X do a cover of Happy Birthday by Marilyn Monroe,2018-03-07 18:54:00,1,1,0,0,0.5011,0.0061,0.4928,1.84,-0.039,0.001,0.513,0.654,2.311
"First production cargo trip of the Tesla Semi heavy duty truck, carrying battery packs from the…",2018-03-07 19:23:00,1,0,0,0,0.1338,0.0094,0.8567,-0.352,-0.734,0.001,0.428,0.079,1.087
"Will be at SXSW Sat/Sun with Jonah & Lisa, who created Westworld. Jonah made an incredible short reel of Falcon Heavy & Starman. Releases tmrw aft.",2018-03-09 16:39:00,0,0,0,0,0.9221,0.0018,0.0761,-2.244,-0.673,0.001,0.676,0.299,-0.107
"That’s the name of my new intergalactic media empire, exclamation point optional",2018-03-14 17:22:00,0,1,0,0,0.3059,0.0626,0.6315,1.339,0.907,0.001,0.888,1.0,3.271
"Your cruel taunts cut me deep. Deep. But, I love you too.",2018-03-15 18:46:00,0,1,0,0,0.1161,0.6665,0.2174,-2.758,-2.564,0.001,0.618,0.143,1.333
Learning how to pour flaming absinthe over a tower of glasses in a Jerusalem speakeasy.…,2018-03-19 18:09:00,0,0,0,0,0.0915,0.095,0.8135,0.855,-0.422,0.001,0.451,1.0,0.858
This is completely false. Never even heard of Cortica. Just taking my kids on a Spring Break trip to see ancient historical sites in Israel & Jordan.,2018-03-20 18:47:00,0,1,0,0,0.0296,0.5495,0.4209,1.713,-0.836,0.001,0.713,1.0,2.955
"Instagram’s probably ok imo, so long as it stays fairly independent. I don’t use FB & never have, so don’t think I’m some kind of martyr or my companies are taking a huge blow. Also, we don’t advertise or pay for endorsements, so … don’t care.",2018-03-23 17:31:00,0,1,0,0,0.167,0.2508,0.5821,2.661,2.312,0.001,0.436,0.835,0.452
We’ve never advertised with FB. None of my companies buy advertising or pay famous people to fake endorse. Product lives or dies on its own merits.,2018-03-23 18:59:00,0,1,0,0,0.0591,0.3884,0.5525,-2.151,0.06,0.001,0.898,0.0,-1.113
"Yes, you can upgrade hardware, although we also wrote software to accelerate rendering on old MCU. Coming out soon & makes a big diff.",2018-03-27 16:09:00,0,1,0,0,0.5732,0.011,0.4157,-1.921,0.655,0.005,0.775,0.298,-0.833
"Lot of respect for NTSB, but NHTSA regulates cars, not NTSB, which is an advisory body. Tesla releases critical crash data affecting public safety immediately & always will. To do otherwise would be unsafe.",2018-04-02 18:37:00,1,1,0,0,0.1252,0.2654,0.6094,1.638,0.509,0.003,0.314,0.945,-0.254
"Seriously! Obviously, I’m not going to do an April Fool’s joke about going bankwupt if I thought there was any chance it would actually happen (sigh).",2018-04-02 18:52:00,0,1,0,0,0.0222,0.8479,0.1299,2.814,2.677,0.003,0.484,1.0,1.759
"Tesla policy is to issue a recall *before* there are injuries. This is absolutely the right thing to do. Yet there were dozens of recalls by other car companies last month, incl w injuries & deaths, but you only wrote an article about Tesla. Why so?",2018-04-02 19:03:00,1,1,0,0,0.0293,0.5891,0.3815,-2.196,-0.969,0.003,0.392,0.273,0.754
"We release as soon as we have the data. Good timeline, bad timing. Doesn’t matter.",2018-04-02 19:40:00,0,0,0,0,0.2315,0.0716,0.6968,-2.495,-0.551,0.002,0.923,0.018,2.296
Most people don’t know there’s a whole box of Easter eggs with every Tesla. Just tap logo on center screen & wait. Easy access to most of discovered ones. More coming …,2018-04-04 17:16:00,1,0,0,0,0.589,0.0149,0.3961,-1.285,-2.667,0.002,0.39,0.603,-2.713
We will add a feature to allow request of latest software version,2018-04-05 19:22:00,0,1,0,0,0.2439,0.01,0.7461,-2.433,0.406,0.002,1.053,0.135,-0.733
"Yes, excessive automation at Tesla was a mistake. To be precise, my mistake. Humans are underrated.",2018-04-13 19:54:00,1,1,0,0,0.0241,0.854,0.1219,2.069,0.164,0.001,0.824,1.0,1.073
Russia has great rocket technology & talent. Much respect. Would encourage focus on reusability. Single-use rockets cannot be competitive any more than single-use aircraft.,2018-04-18 16:24:00,0,1,0,0,0.8103,0.031,0.1587,-0.892,0.135,0.001,1.286,0.598,-0.867
The Boring Company will be using dirt from tunnel digging to create bricks for low cost housing,2018-05-07 17:41:00,0,1,0,0,0.0836,0.075,0.8414,-0.807,-0.438,0.001,0.48,0.201,0.427
Tesla will enable orders end of next week for dual motor AWD & performance. Starting production of those in July. Air suspension prob next year.,2018-05-11 16:40:00,1,1,0,0,0.2745,0.0072,0.7184,-0.076,-0.149,0.0,0.386,0.72,0.161
"I love it too, but trying to keep config simple so as not to blow up the production ramp",2018-05-11 19:21:00,0,1,0,0,0.9489,0.0093,0.0418,-2.537,0.652,0.001,0.701,0.0,-0.028
"Our giant auto co competitors have much greater access to incentives than Tesla, which means Tesla has prospered in spite of govt subsidies, not because of them. Tesla mkt cap has *risen* over time as EV incentives declined. How strange …",2018-05-11 19:52:00,1,1,0,0,0.4624,0.099,0.4386,-0.521,2.219,0.0,0.468,0.124,0.79
"This is false. Eyetracking rejected for being ineffective, not for cost. WSJ fails to mention that Tesla is safest car on road, which would make article ridiculous. Approx 4X better than avg.",2018-05-14 19:00:00,1,1,0,0,0.057,0.6397,0.3033,-0.958,-0.489,0.001,0.786,0.429,2.201
"According to NHTSA, there was an automotive fatality every 86M miles in 2017 (~40,000 deaths). Tesla was every 320M miles. It’s not possible to be zero, but probability of fatality is much lower in a Tesla. We will be reporting updated safety numbers after each quarter.",2018-05-14 19:40:00,1,1,0,0,0.0318,0.5519,0.4164,-2.487,-2.073,0.002,0.33,0.147,-0.568
"Thanks again, have conveyed your words to the Tesla team, who have been working crazy hard. Really energizing!",2018-05-22 15:48:00,1,1,0,0,0.9852,0.004,0.0108,-0.054,-0.308,0.001,0.478,0.396,2.032
"They are incorrect. We never met, nor have we ever been scheduled to meet.",2018-05-22 17:33:00,0,1,0,0,0.0162,0.6232,0.3606,1.314,2.759,0.001,0.414,0.738,2.838
"More “Reveal” bs. Tesla is overseen by Cal/OSHA, most stringent labor safety org in US, & they’ve never found us to misrepresent. On other hand, Ford, Chrysler & GM (UAW) have repeatedly been found to fake safety numbers. Strangely, that info is missing from Reveal article …",2018-05-22 17:51:00,1,0,0,0,0.0231,0.602,0.3749,-2.359,1.898,0.001,0.644,0.023,-0.163
"In theory true, but not how UAW behaved. They drove GM & Chrysler to bankruptcy & lost 200,000+ jobs for people they were supposed to protect, incl abandoning NUMMI plant workers.Tesla took over & now it has 10k+ jobs.UAW destroyed once great US auto industry & everyone knows it.",2018-05-22 18:37:00,1,1,0,0,0.0092,0.8715,0.1193,2.611,-2.34,0.001,0.451,1.0,0.554
"Tesla (TSLA) could rally as media negativity is ‘increasingly immaterial’, says Baird by The holier-than-thou hypocrisy of big media companies who lay claim to the truth, but publish only enough to sugarcoat the lie, is why the public no longer respects them",2018-05-23 18:25:00,1,0,1,0,0.0215,0.6651,0.3134,1.917,-0.42,0.001,0.841,0.814,0.202
Oh hey another sanctimonious media person who thinks he’s above criticism. Try being truthful & the public will believe you again.,2018-05-23 18:48:00,0,1,0,0,0.028,0.7672,0.2048,1.351,-0.057,0.001,0.616,0.723,3.644
Create a media credibility rating site (that also flags propaganda botnets),2018-05-23 19:41:00,0,1,0,0,0.0804,0.1544,0.7653,3.076,-0.633,0.001,0.576,1.0,2.155
Tried to buy but Russia said no. Turns out they already use it.,2018-05-25 17:52:00,0,0,0,0,0.0294,0.4614,0.5092,2.327,-3.179,0.0,1.268,0.882,1.628
"This is going to help journalism, not harm it. Please be so kind as to hold your fire until you actually see it.",2018-05-25 18:34:00,0,1,0,0,0.5112,0.0812,0.4076,-0.952,-0.76,0.001,0.41,0.0,-2.093
"Pravda was incorporated a year ago. Also, Tesla factory safety has improved every year & is now better than industry avg. Misleading articles refer to Tesla being worse than avg in 2015 when we were just figuring things out.",2018-05-25 19:35:00,1,1,0,0,0.4935,0.0824,0.4242,2.159,2.825,0.002,0.679,0.789,1.06
"Gaiman, did you actually read my tweets? I didn’t set anyone on anyone. A BBC science reporter tweeted that I was anti-science & I said that was false. Are you saying I don’t have the right to deny false accusations? That’s messed up.",2018-05-29 16:43:00,0,1,0,0,0.0084,0.8193,0.1724,-0.494,0.297,0.001,0.438,0.0,-2.792
"Hello, have you met the Internet? Everyone gets harassed regardless of gender, especially if they say false things. Saying I’m against science is like saying Beyoncé doesn’t know beats. Blowback from latter (all genders) would make my comment stream seem like Socratic dialogue.",2018-05-29 16:56:00,0,1,0,0,0.008,0.8575,0.1345,2.819,2.726,0.002,0.62,1.0,1.43
"Worth noting that the journalist harassed by ""Musk bros"" had previously made jokes about Elon Musk's genitalia on Twitter. Good grief. This place. This journalist has been attacking me for months incl using genitalia language that she now says is sexist. What a hypocrite!",2018-05-29 17:32:00,0,1,1,0,0.0089,0.8928,0.0984,1.015,-2.605,0.001,0.505,0.496,-0.762
"You’re saying a BBC reporter who attacked me for months w unprofessional language & ad hominem attacks, then deleted those tweets to hide them, is a “good person”?",2018-05-29 18:01:00,0,1,0,0,0.0078,0.8734,0.1188,1.686,1.79,0.001,0.584,0.647,-0.585
"At risk of stating the extremely obvious, I am against threats of violence & abusive epithets in any forum. Please do not use them in my name or at all.",2018-05-29 18:35:00,0,0,0,0,0.0117,0.7797,0.2086,2.598,0.388,0.0,0.788,1.0,2.38
"Actually, Hyperloop draws a near vacuum in tube & each pod is powered w electric motors. It is opposite of pneumatically powered.",2018-05-30 16:05:00,0,1,0,0,0.0565,0.2034,0.7401,-1.969,0.837,0.0,0.464,0.378,5.814
Tesla Model 3 gets Consumer Reports' recommendation after auto maker updated brakes through wireless software change Really appreciate the high quality critical feedback from . Road noise & ride comfort already addressed too. UI improvements coming via remote software update later this month.,2018-05-30 16:28:00,1,0,1,0,0.9566,0.004,0.0394,-0.039,-0.757,0.002,0.559,0.656,0.985
"Braking & UI upgrades apply to all Model 3s. Improved windshield for aero noise & suspension for ride comfort are major ops. Unless you’re really bothered by them, don’t replace. Best way to improve ride is drop tire pressure to ~39 psi. 45 psi is best range, but lower comfort.",2018-05-30 16:40:00,0,1,0,0,0.2523,0.1291,0.6186,2.295,0.351,0.003,0.64,0.863,0.856
"Sounds good. Even though I have an early 3...the build quality is great! Can we expect any of these features in a future update (my Tesla wishlist): All items below will go to all Model 3s within next few months with V8.2 software. To report a bug or ask for a feature, press voice button, say “bug report” followed by issue description.",2018-05-30 16:58:00,1,0,1,0,0.9668,0.0036,0.0296,1.978,0.113,0.001,0.429,1.0,5.03
"Ride comfort & aero/road noise already better than CR car, which was early production. Wish we could make the car perfect from day 1, but there’s always room for improvement. Highly recommend dropping tire pressure 10% below max to ~39 psi for comfort. Only affects range by ~2%.",2018-05-30 19:09:00,0,1,0,0,0.8579,0.0192,0.1229,-0.754,-1.166,0.0,0.56,0.516,3.043
In 25+ years I worked with/knew some real editorial sharks but none were prepared to blur the ad/ed line... #Pravduh,2018-05-31 17:17:00,0,0,1,0,0.0835,0.3668,0.5497,-0.692,-0.659,0.0,0.572,0.556,-1.878
"Good morning, Sonic. Not sure how to break it to you, but …",2018-06-04 18:13:00,0,1,0,0,0.9271,0.0087,0.0642,-1.764,-0.946,0.0,0.528,0.0,-3.074
"Am def not under any illusion that this will end illiteracy, but I hope it helps at least a little",2018-06-04 19:51:00,0,0,0,0,0.1368,0.4079,0.4553,0.148,3.407,0.001,0.758,1.0,0.277
Congratulations . Good move by . Please use Matt’s Twitter pic. Essence of a good editor,2018-06-05 19:25:00,0,1,0,0,0.9643,0.0038,0.0319,2.932,-1.804,0.0,0.587,0.895,2.879
A 7 step facial treatment every morning. The mistake people make is stopping at 6. Tip of the day …,2018-06-07 18:30:00,0,0,1,0,0.0995,0.2621,0.6384,-2.061,-0.007,0.001,0.304,0.0,-2.34
"Yeah, actually closer to Skylab, but with 50% larger inner diameter",2018-06-08 16:11:00,0,1,0,0,0.4102,0.0162,0.5736,-1.194,-2.118,0.001,0.602,0.083,-1.674
Gigafactory should be on 100% renewable energy (primarily solar with some wind) by next year. Rollout of solar already begun.,2018-06-08 17:04:00,0,1,0,0,0.6663,0.0056,0.3281,-2.446,0.507,0.001,0.558,0.068,-0.439
Talked with Tesla team. Looks like we can do the aluminum Model 3 pedal covers (slightly different from S). Turning on production for Model 3 Performance version.,2018-06-08 17:24:00,1,1,0,0,0.7053,0.0041,0.2906,-2.514,0.412,0.001,1.183,0.122,-1.36
"Difficult, but necessary Tesla reorg underway. My email to the company has already leaked to media. Here it is unfiltered:",2018-06-12 18:02:00,1,0,0,0,0.0726,0.1433,0.7841,-1.504,-1.81,0.003,0.383,0.092,-2.034
We use less than 3% cobalt in our batteries & will use none in next gen,2018-06-13 18:38:00,0,1,0,0,0.2602,0.0794,0.6603,-0.912,-0.121,0.002,0.571,0.68,0.591
"CEO-to-worker pay ratio AT&T: 366x IBM: 341x Intel: 211x Netflix: 133x Amazon: 59x Facebook: 37x , Tesla: 0.9x (Bloomberg, 2018) #3usiness #CEO My “pay” is in options, which only matter if stock goes up & I sell. Will use that to make life multiplanetary, help education & environment on Earth w my foundation. Just don’t want us to be sad about the future.",2018-06-15 15:35:00,1,0,1,0,0.1893,0.1021,0.7086,1.243,0.349,0.001,0.47,0.786,1.416
Already sold >$100M TSLA for charity. Will do about that every few years. Major disbursements in about 20 years when Tesla is steady state.,2018-06-15 16:37:00,1,1,0,0,0.3825,0.0159,0.6016,3.535,2.287,0.001,0.579,1.0,3.088
Should prob articulate philosophy underlying my actions. It’s pretty simple & mostly influenced by Douglas Adams & Isaac Asimov.,2018-06-15 16:47:00,0,0,0,0,0.1304,0.032,0.8376,1.602,0.063,0.0,1.184,0.587,10.819
The future is a set of branching probability streams. Some actions by humanity have an extremely leveraged effect on shape & size of those streams.,2018-06-15 17:42:00,0,1,0,0,0.0521,0.1524,0.7954,0.763,-1.849,0.0,0.561,0.89,6.176
Was thinking of offering an extended Tesla factory tour option where you could help build part of a car & understand how they come together. I know it would have been super fun for me when I was a kid (or now).,2018-06-22 18:11:00,1,1,0,0,0.9053,0.0054,0.0893,-1.651,-2.799,0.001,0.648,0.465,0.894
Very proud to have scored 100/100 for the fourth year in a row in LGBTQ equality. Thanks to everyone at Tesla for making LGBTQ inclusion an important part of our culture. Then you will really hate that Tesla scored 100/100 four years in a row on LGBTQ equality,2018-06-26 17:21:00,1,0,1,0,0.9462,0.016,0.0378,2.466,-1.285,0.001,0.3,0.715,1.181
Don’t buy our car if that’s a problem. People should be free to live their lives where their heart takes them ❤️🧡💛💚💙💜🖤💖🌈,2018-06-26 17:44:00,0,1,0,0,0.0963,0.3979,0.5058,0.257,0.825,0.001,0.775,0.295,2.244
"“Virtue signaling” is super annoying & there are lots of phoneys who are actually huge jerks, but jump on every social cause du jour. But I’m really proud of the fact that # of changes Tesla had to make to achieve 100/100 (before even knowing about the LGBTQ index) was zero.",2018-06-26 17:57:00,1,0,0,0,0.1296,0.5799,0.2905,-3.216,0.631,0.001,0.556,0.0,-1.118
